depth,sand,event index,median_age,min_age,max_age,data_site
0.75,47.63,1,,,,Lighthouse Reef 2020
1,18.21,0,,,,Lighthouse Reef 2020
1.25,39.49,1,,,,Lighthouse Reef 2020
2.25,17.32,0,,,,Lighthouse Reef 2020
2.5,43.70,0,,,,Lighthouse Reef 2020
3,50.51,1,,,,Lighthouse Reef 2020
4.5,13.77,0,,,,Lighthouse Reef 2020
5,24.23,1,,,,Lighthouse Reef 2020
5.75,14.63,0,,,,Lighthouse Reef 2020
6,20.65,1,,,,Lighthouse Reef 2020
6.5,17.39,0,,,,Lighthouse Reef 2020
7,20.18,1,,,,Lighthouse Reef 2020
7.75,20.94,1,,,,Lighthouse Reef 2020
8.25,16.00,0,,,,Lighthouse Reef 2020
9,19.33,1,,,,Lighthouse Reef 2020
11.5,15.39,0,,,,Lighthouse Reef 2020
12.5,19.52,1,,,,Lighthouse Reef 2020
13.5,19.41,1,,,,Lighthouse Reef 2020
14.75,18.61,1,,,,Lighthouse Reef 2020
16.25,14.99,0,,,,Lighthouse Reef 2020
18.25,20.85,1,,,,Lighthouse Reef 2020
19.25,22.01,1,,,,Lighthouse Reef 2020
20.25,17.71,0,,,,Lighthouse Reef 2020
20.5,19.69,1,,,,Lighthouse Reef 2020
21,26.30,0,,,,Lighthouse Reef 2020
23.25,40.83,0,,,,Lighthouse Reef 2020
24.5,60.49,1,,,,Lighthouse Reef 2020
25.25,15.78,0,,,,Lighthouse Reef 2020
27,28.32,1,,,,Lighthouse Reef 2020
28,16.14,0,,,,Lighthouse Reef 2020
30.5,23.55,1,,,,Lighthouse Reef 2020
32,21.76,1,,,,Lighthouse Reef 2020
33,16.51,0,,,,Lighthouse Reef 2020
35.75,45.33,1,,,,Lighthouse Reef 2020
36.5,42.05,0,,,,Lighthouse Reef 2020
37.25,22.03,1,,,,Lighthouse Reef 2020
38.25,22.24,1,,,,Lighthouse Reef 2020
40.5,13.00,0,,,,Lighthouse Reef 2020
43.5,26.30,0,,,,Lighthouse Reef 2020
43.75,32.47,1,,,,Lighthouse Reef 2020
44.75,38.14,0,,,,Lighthouse Reef 2020
45,50.93,1,,,,Lighthouse Reef 2020
47.75,22.92,1,,,,Lighthouse Reef 2020
48.5,15.60,0,,,,Lighthouse Reef 2020
50.25,29.59,1,,,,Lighthouse Reef 2020
53.25,26.29,1,,,,Lighthouse Reef 2020
54.25,18.97,1,,,,Lighthouse Reef 2020
55,14.72,0,,,,Lighthouse Reef 2020
56.25,66.84,1,,,,Lighthouse Reef 2020
57.75,21.70,1,,,,Lighthouse Reef 2020
60.25,15.65,0,,,,Lighthouse Reef 2020
64.25,19.97,1,,,,Lighthouse Reef 2020
66,18.06,0,,,,Lighthouse Reef 2020
66.5,200.60,1,,,,Lighthouse Reef 2020
68,25.69,1,,,,Lighthouse Reef 2020
69,29.73,1,,,,Lighthouse Reef 2020
71.75,14.15,0,,,,Lighthouse Reef 2020
72.5,19.19,1,,,,Lighthouse Reef 2020
80.75,114.50,0,,,,Lighthouse Reef 2020
81.5,226.00,1,,,,Lighthouse Reef 2020
82.75,44.83,0,,,,Lighthouse Reef 2020
84.25,16.11,0,,,,Lighthouse Reef 2020
86.75,25.53,1,,,,Lighthouse Reef 2020
87.25,24.24,0,,,,Lighthouse Reef 2020
87.5,24.69,1,,,,Lighthouse Reef 2020
87.75,28.80,0,,,,Lighthouse Reef 2020
88,29.66,1,,,,Lighthouse Reef 2020
88.25,28.79,0,,,,Lighthouse Reef 2020
89,23.14,0,,,,Lighthouse Reef 2020
89.75,41.63,1,,,,Lighthouse Reef 2020
90.25,21.98,0,,,,Lighthouse Reef 2020
91,19.57,0,,,,Lighthouse Reef 2020
91.75,28.15,0,,,,Lighthouse Reef 2020
92,24.44,1,,,,Lighthouse Reef 2020
92.5,19.28,0,,,,Lighthouse Reef 2020
93,28.31,0,,,,Lighthouse Reef 2020
94,43.86,1,,,,Lighthouse Reef 2020
94.25,21.42,0,,,,Lighthouse Reef 2020
95,23.73,0,,,,Lighthouse Reef 2020
95.75,19.54,0,,,,Lighthouse Reef 2020
96.5,19.96,0,,,,Lighthouse Reef 2020
97.25,20.13,0,,,,Lighthouse Reef 2020
98,33.91,1,,,,Lighthouse Reef 2020
98.25,23.54,0,,,,Lighthouse Reef 2020
98.75,33.37,1,,,,Lighthouse Reef 2020
99,26.72,0,,,,Lighthouse Reef 2020
99.75,23.49,0,,,,Lighthouse Reef 2020
100,25.30,0,,,,Lighthouse Reef 2020
100.75,77.28,1,,,,Lighthouse Reef 2020
101.25,34.81,0,,,,Lighthouse Reef 2020
101.75,21.15,0,,,,Lighthouse Reef 2020
102.5,28.36,0,,,,Lighthouse Reef 2020
103,28.68,1,,,,Lighthouse Reef 2020
103.25,22.15,0,,,,Lighthouse Reef 2020
103.5,39.87,1,,,,Lighthouse Reef 2020
104.25,26.09,0,,,,Lighthouse Reef 2020
104.5,29.80,1,,,,Lighthouse Reef 2020
104.75,16.38,0,,,,Lighthouse Reef 2020
105.75,14.78,0,,,,Lighthouse Reef 2020
106.75,77.67,1,,,,Lighthouse Reef 2020
112.5,40.35,0,,,,Lighthouse Reef 2020
114,21.93,0,,,,Lighthouse Reef 2020
114.5,19.01,0,,,,Lighthouse Reef 2020
115,22.07,0,,,,Lighthouse Reef 2020
115.5,19.07,0,,,,Lighthouse Reef 2020
115.75,22.93,0,,,,Lighthouse Reef 2020
116,18.74,0,,,,Lighthouse Reef 2020
117.5,24.63,0,,,,Lighthouse Reef 2020
121.25,65.76,0,,,,Lighthouse Reef 2020
125.5,56.90,0,,,,Lighthouse Reef 2020
134.5,36.39,0,,,,Lighthouse Reef 2020
135.5,67.32,1,,,,Lighthouse Reef 2020
136.75,16.69,0,,,,Lighthouse Reef 2020
137,19.54,0,,,,Lighthouse Reef 2020
137.5,38.63,1,,,,Lighthouse Reef 2020
138,38.38,0,,,,Lighthouse Reef 2020
138.75,15.02,0,,,,Lighthouse Reef 2020
139.5,17.85,0,,,,Lighthouse Reef 2020
140.25,14.83,0,,,,Lighthouse Reef 2020
141,13.52,0,,,,Lighthouse Reef 2020
141.75,14.92,0,,,,Lighthouse Reef 2020
142.5,17.11,0,,,,Lighthouse Reef 2020
143.25,16.49,0,,,,Lighthouse Reef 2020
144,16.36,0,,,,Lighthouse Reef 2020
144.75,18.38,0,,,,Lighthouse Reef 2020
145.5,18.18,0,,,,Lighthouse Reef 2020
146,24.81,0,,,,Lighthouse Reef 2020
147.5,29.10,1,,,,Lighthouse Reef 2020
148,30.21,0,,,,Lighthouse Reef 2020
149,29.65,0,,,,Lighthouse Reef 2020
150,50.82,1,,,,Lighthouse Reef 2020
153,32.84,0,,,,Lighthouse Reef 2020
156,44.98,0,,,,Lighthouse Reef 2020
157.5,17.79,0,,,,Lighthouse Reef 2020
157.75,17.77,0,,,,Lighthouse Reef 2020
158.5,22.71,0,,,,Lighthouse Reef 2020
159,17.87,0,,,,Lighthouse Reef 2020
159.25,26.54,1,,,,Lighthouse Reef 2020
159.75,19.11,0,,,,Lighthouse Reef 2020
160.25,20.93,0,,,,Lighthouse Reef 2020
160.75,18.26,0,,,,Lighthouse Reef 2020
161.25,24.41,1,,,,Lighthouse Reef 2020
162.25,18.03,0,,,,Lighthouse Reef 2020
163,19.13,0,,,,Lighthouse Reef 2020
163.75,18.39,0,,,,Lighthouse Reef 2020
165,28.07,0,,,,Lighthouse Reef 2020
165.5,32.96,0,,,,Lighthouse Reef 2020
166,52.02,1,,,,Lighthouse Reef 2020
166.75,24.28,0,,,,Lighthouse Reef 2020
167.25,52.84,1,,,,Lighthouse Reef 2020
168,36.48,0,,,,Lighthouse Reef 2020
168.75,30.19,0,,,,Lighthouse Reef 2020
169.25,14.73,0,,,,Lighthouse Reef 2020
170,39.88,1,,,,Lighthouse Reef 2020
170.75,19.80,0,,,,Lighthouse Reef 2020
171.25,21.90,0,,,,Lighthouse Reef 2020
171.75,20.05,0,,,,Lighthouse Reef 2020
172.25,22.59,0,,,,Lighthouse Reef 2020
172.75,13.96,0,,,,Lighthouse Reef 2020
173.25,21.73,0,,,,Lighthouse Reef 2020
173.5,20.28,0,,,,Lighthouse Reef 2020
174.25,16.65,0,,,,Lighthouse Reef 2020
175,18.59,0,,,,Lighthouse Reef 2020
175.25,24.41,1,,,,Lighthouse Reef 2020
176,20.51,0,,,,Lighthouse Reef 2020
177,22.24,0,,,,Lighthouse Reef 2020
177.75,19.94,0,,,,Lighthouse Reef 2020
178,23.01,0,,,,Lighthouse Reef 2020
179,24.73,0,,,,Lighthouse Reef 2020
180.25,22.30,0,,,,Lighthouse Reef 2020
181.25,21.68,0,,,,Lighthouse Reef 2020
182.25,26.20,0,,,,Lighthouse Reef 2020
183,24.21,0,,,,Lighthouse Reef 2020
183.25,38.76,1,,,,Lighthouse Reef 2020
184.25,25.41,0,,,,Lighthouse Reef 2020
184.75,20.53,0,,,,Lighthouse Reef 2020
185.5,59.08,1,,,,Lighthouse Reef 2020
186,25.23,0,,,,Lighthouse Reef 2020
186.5,24.76,1,,,,Lighthouse Reef 2020
187.25,24.74,0,,,,Lighthouse Reef 2020
187.5,30.48,0,,,,Lighthouse Reef 2020
187.75,46.28,1,,,,Lighthouse Reef 2020
189.5,37.07,0,,,,Lighthouse Reef 2020
190,37.45,0,,,,Lighthouse Reef 2020
191.5,60.74,1,,,,Lighthouse Reef 2020
192.5,44.97,0,,,,Lighthouse Reef 2020
192.75,32.13,0,,,,Lighthouse Reef 2020
193,49.10,1,,,,Lighthouse Reef 2020
194,21.36,0,,,,Lighthouse Reef 2020
194.25,17.75,0,,,,Lighthouse Reef 2020
197.25,32.80,1,,,,Lighthouse Reef 2020
198,29.62,0,,,,Lighthouse Reef 2020
201,13.10,0,,,,Lighthouse Reef 2020
202.25,16.18,0,,,,Lighthouse Reef 2020
203.25,19.75,0,,,,Lighthouse Reef 2020
204.5,19.69,0,,,,Lighthouse Reef 2020
205.5,17.05,0,,,,Lighthouse Reef 2020
206,25.62,1,,,,Lighthouse Reef 2020
207,19.59,0,,,,Lighthouse Reef 2020
207.75,16.48,0,,,,Lighthouse Reef 2020
214.25,38.76,0,,,,Lighthouse Reef 2020
217.75,62.91,1,,,,Lighthouse Reef 2020
218.5,61.45,0,,,,Lighthouse Reef 2020
219.5,18.10,0,,,,Lighthouse Reef 2020
220.5,19.18,0,,,,Lighthouse Reef 2020
221.5,22.63,0,,,,Lighthouse Reef 2020
222.5,28.17,0,,,,Lighthouse Reef 2020
223,36.84,0,,,,Lighthouse Reef 2020
223.5,51.41,1,,,,Lighthouse Reef 2020
224.75,20.55,0,,,,Lighthouse Reef 2020
225.5,22.25,0,,,,Lighthouse Reef 2020
226,19.72,0,,,,Lighthouse Reef 2020
226.75,23.43,0,,,,Lighthouse Reef 2020
227.25,50.35,0,,,,Lighthouse Reef 2020
227.75,115.10,1,,,,Lighthouse Reef 2020
228.25,48.39,0,,,,Lighthouse Reef 2020
229.5,21.70,0,,,,Lighthouse Reef 2020
230.5,20.48,0,,,,Lighthouse Reef 2020
231.75,20.03,0,,,,Lighthouse Reef 2020
232.75,19.78,0,,,,Lighthouse Reef 2020
233.5,21.03,0,,,,Lighthouse Reef 2020
234,50.19,1,,,,Lighthouse Reef 2020
235.75,18.67,0,,,,Lighthouse Reef 2020
236.5,17.07,0,,,,Lighthouse Reef 2020
237,25.71,1,,,,Lighthouse Reef 2020
238.25,16.67,0,,,,Lighthouse Reef 2020
239.75,97.80,1,,,,Lighthouse Reef 2020
241,16.34,0,,,,Lighthouse Reef 2020
242.5,47.47,1,,,,Lighthouse Reef 2020
243.75,39.17,0,,,,Lighthouse Reef 2020
248.25,30.00,1,,,,Lighthouse Reef 2020
250,80.51,0,,,,Lighthouse Reef 2020
250.5,107.60,1,,,,Lighthouse Reef 2020
253.75,121.20,1,,,,Lighthouse Reef 2020
255.75,323.70,1,,,,Lighthouse Reef 2020
257.75,222.9,1,,,,Lighthouse Reef 2020
259.75,21.72,0,,,,Lighthouse Reef 2020
261.25,30.83,1,,,,Lighthouse Reef 2020
263,332.00,1,,,,Lighthouse Reef 2020
264.5,21.41,0,,,,Lighthouse Reef 2020
269,20.95,0,,,,Lighthouse Reef 2020
269.75,21.29,0,,,,Lighthouse Reef 2020
272.5,23.55,0,,,,Lighthouse Reef 2020
273.25,30.55,1,,,,Lighthouse Reef 2020
274.5,19.63,0,,,,Lighthouse Reef 2020
276,17.22,0,,,,Lighthouse Reef 2020
278.75,64.56,1,,,,Lighthouse Reef 2020
280.75,327.10,1,,,,Lighthouse Reef 2020
283,196.50,0,,,,Lighthouse Reef 2020
285.25,88.15,1,,,,Lighthouse Reef 2020
292.25,49.96,1,,,,Lighthouse Reef 2020
293.25,38.83,1,,,,Lighthouse Reef 2020
294.5,45.12,1,,,,Lighthouse Reef 2020
297.75,33.07,1,,,,Lighthouse Reef 2020
299.25,30.21,0,,,,Lighthouse Reef 2020
305.5,31.36,1,,,,Lighthouse Reef 2020
309,39.38,0,,,,Lighthouse Reef 2020
311.25,73.56,1,,,,Lighthouse Reef 2020
315.25,53.89,1,,,,Lighthouse Reef 2020
317,21.91,0,,,,Lighthouse Reef 2020
318,30.96,1,,,,Lighthouse Reef 2020
321,27.40,0,,,,Lighthouse Reef 2020
323.25,52.70,1,,,,Lighthouse Reef 2020
325.75,38.24,0,,,,Lighthouse Reef 2020
326.75,87.59,1,,,,Lighthouse Reef 2020
328.5,24.56,1,,,,Lighthouse Reef 2020
331.5,52.66,1,,,,Lighthouse Reef 2020
334.5,55.28,0,,,,Lighthouse Reef 2020
336.5,23.98,0,,,,Lighthouse Reef 2020
343,26.88,1,,,,Lighthouse Reef 2020
349.75,44.68,1,,,,Lighthouse Reef 2020
351.75,44.54,0,,,,Lighthouse Reef 2020
353,28.44,1,,,,Lighthouse Reef 2020
354.25,14.43,0,,,,Lighthouse Reef 2020
355.5,21.52,0,,,,Lighthouse Reef 2020
359.75,20.33,0,,,,Lighthouse Reef 2020
360.75,22.34,0,,,,Lighthouse Reef 2020
361.5,19.25,0,,,,Lighthouse Reef 2020
363,19.88,0,,,,Lighthouse Reef 2020
365.75,26.71,0,,,,Lighthouse Reef 2020
367.5,27.81,1,,,,Lighthouse Reef 2020
369.25,34.59,1,,,,Lighthouse Reef 2020
373.5,24.51,1,,,,Lighthouse Reef 2020
374,22.31,0,,,,Lighthouse Reef 2020
378.25,42.93,1,,,,Lighthouse Reef 2020
380.25,31.33,0,,,,Lighthouse Reef 2020
387.75,27.43,1,,,,Lighthouse Reef 2020
391,21.91,0,,,,Lighthouse Reef 2020
392,20.84,0,,,,Lighthouse Reef 2020
393.25,35.20,1,,,,Lighthouse Reef 2020
394.75,30.01,1,,,,Lighthouse Reef 2020
395.5,18.83,0,,,,Lighthouse Reef 2020
397,20.27,0,,,,Lighthouse Reef 2020
399.5,39.90,1,,,,Lighthouse Reef 2020
401.5,28.48,0,,,,Lighthouse Reef 2020
402.75,32.07,0,,,,Lighthouse Reef 2020
405.25,35.75,0,,,,Lighthouse Reef 2020
415.75,47.46,0,,,,Lighthouse Reef 2020
417,79.77,0,,,,Lighthouse Reef 2020
418.75,104.50,1,,,,Lighthouse Reef 2020
420.25,62.81,0,,,,Lighthouse Reef 2020
424.5,17.60,0,,,,Lighthouse Reef 2020
429.75,38.14,1,,,,Lighthouse Reef 2020
432.25,20.07,0,,,,Lighthouse Reef 2020
432.75,18.91,0,,,,Lighthouse Reef 2020
434,17.89,0,,,,Lighthouse Reef 2020
435.75,18.51,0,,,,Lighthouse Reef 2020
438.75,23.22,0,,,,Lighthouse Reef 2020
441,28.46,0,,,,Lighthouse Reef 2020
442,32.30,1,,,,Lighthouse Reef 2020
445,18.31,0,,,,Lighthouse Reef 2020
447.75,47.39,1,,,,Lighthouse Reef 2020
448.75,93.74,0,,,,Lighthouse Reef 2020
449.75,138.00,0,,,,Lighthouse Reef 2020
452.5,263.20,0,,,,Lighthouse Reef 2020
454.5,374.40,1,,,,Lighthouse Reef 2020
459.75,58.02,0,,,,Lighthouse Reef 2020
464.5,56.19,0,,,,Lighthouse Reef 2020
467,57.64,0,,,,Lighthouse Reef 2020
470.25,36.99,0,,,,Lighthouse Reef 2020
472.25,38.72,0,,,,Lighthouse Reef 2020
475.25,32.15,0,,,,Lighthouse Reef 2020
477.75,24.19,1,,,,Lighthouse Reef 2020
478.5,37.32,1,,,,Lighthouse Reef 2020
483,22.49,0,,,,Lighthouse Reef 2020
484.25,48.87,0,,,,Lighthouse Reef 2020
486.25,63.15,1,,,,Lighthouse Reef 2020
488.25,25.48,0,,,,Lighthouse Reef 2020
490.25,19.81,0,,,,Lighthouse Reef 2020
491.5,19.81,0,,,,Lighthouse Reef 2020
492.75,37.12,0,,,,Lighthouse Reef 2020
493.75,40.37,0,,,,Lighthouse Reef 2020
495.75,46.67,0,,,,Lighthouse Reef 2020
499,28.56,0,,,,Lighthouse Reef 2020
501,45.23,0,,,,Lighthouse Reef 2020
503,51.02,0,,,,Lighthouse Reef 2020
506.5,55.00,0,,,,Lighthouse Reef 2020
512,63.77,1,,,,Lighthouse Reef 2020
513.5,30.43,0,,,,Lighthouse Reef 2020
516,23.63,0,,,,Lighthouse Reef 2020
517.75,22.95,0,,,,Lighthouse Reef 2020
520.25,17.79,0,,,,Lighthouse Reef 2020
521.5,14.23,0,,,,Lighthouse Reef 2020
522,20.72,0,,,,Lighthouse Reef 2020
524.75,59.86,1,,,,Lighthouse Reef 2020
534.75,18.77,0,,,,Lighthouse Reef 2020
543.25,34.99,1,,,,Lighthouse Reef 2020
545.25,19.82,0,,,,Lighthouse Reef 2020
546.5,31.20,1,,,,Lighthouse Reef 2020
549.25,27.34,0,,,,Lighthouse Reef 2020
550,19.74,0,,,,Lighthouse Reef 2020
551,28.98,1,,,,Lighthouse Reef 2020
553.25,30.84,1,,,,Lighthouse Reef 2020
554.25,22.53,0,,,,Lighthouse Reef 2020
562,24.79,1,,,,Lighthouse Reef 2020
573.75,20.38,0,,,,Lighthouse Reef 2020
575.75,23.99,0,,,,Lighthouse Reef 2020
577.25,31.07,0,,,,Lighthouse Reef 2020
578.25,40.62,1,,,,Lighthouse Reef 2020
580.25,16.74,0,,,,Lighthouse Reef 2020
584.5,22.34,0,,,,Lighthouse Reef 2020
588.5,27.91,1,,,,Lighthouse Reef 2020
594.25,34.08,1,,,,Lighthouse Reef 2020
597.25,18.63,0,,,,Lighthouse Reef 2020
598.5,18.63,0,,,,Lighthouse Reef 2020
601.25,19.44,0,,,,Lighthouse Reef 2020
606.75,19.99,0,,,,Lighthouse Reef 2020
609.75,31.10,0,,,,Lighthouse Reef 2020
612.75,30.65,0,,,,Lighthouse Reef 2020
615.75,36.21,0,,,,Lighthouse Reef 2020
618.75,35.68,1,,,,Lighthouse Reef 2020
621.75,31.46,0,,,,Lighthouse Reef 2020
625.25,26.45,0,,,,Lighthouse Reef 2020
630,24.30,0,,,,Lighthouse Reef 2020
633,30.25,0,,,,Lighthouse Reef 2020
634,21.85,0,,,,Lighthouse Reef 2020
635,53.43,1,,,,Lighthouse Reef 2020
637.75,19.37,0,,,,Lighthouse Reef 2020
638.75,25.13,1,,,,Lighthouse Reef 2020
640.25,15.97,0,,,,Lighthouse Reef 2020
645,26.67,0,,,,Lighthouse Reef 2020
646,49.59,1,,,,Lighthouse Reef 2020
648,16.57,0,,,,Lighthouse Reef 2020
653.75,22.54,0,,,,Lighthouse Reef 2020
654.75,23.97,0,,,,Lighthouse Reef 2020
655.75,32.17,1,,,,Lighthouse Reef 2020
659.25,15.47,0,,,,Lighthouse Reef 2020
661,19.40,0,,,,Lighthouse Reef 2020
669.5,22.21,0,,,,Lighthouse Reef 2020
670.5,28.22,1,,,,Lighthouse Reef 2020
671,23.19,0,,,,Lighthouse Reef 2020
675.25,14.77,0,,,,Lighthouse Reef 2020
675.75,19.55,0,,,,Lighthouse Reef 2020
678,14.66,0,,,,Lighthouse Reef 2020
678.75,19.13,0,,,,Lighthouse Reef 2020
679.25,40.20,0,,,,Lighthouse Reef 2020
679.75,44.33,1,,,,Lighthouse Reef 2020
682,20.67,0,,,,Lighthouse Reef 2020
683.75,17.80,0,,,,Lighthouse Reef 2020
684.75,19.82,0,,,,Lighthouse Reef 2020
687.5,19.63,0,,,,Lighthouse Reef 2020
690.75,110.20,1,,,,Lighthouse Reef 2020
691,94.03,0,,,,Lighthouse Reef 2020
693.25,13.73,0,,,,Lighthouse Reef 2020
698.75,140.80,0,,,,Lighthouse Reef 2020
699.75,74.37,0,,,,Lighthouse Reef 2020
700.75,133.00,0,,,,Lighthouse Reef 2020
701.75,172.40,1,,,,Lighthouse Reef 2020
702.75,155.10,0,,,,Lighthouse Reef 2020
703.75,91.16,0,,,,Lighthouse Reef 2020
704.75,69.33,0,,,,Lighthouse Reef 2020
707.75,34.06,0,,,,Lighthouse Reef 2020
711.25,18.47,0,,,,Lighthouse Reef 2020
712.5,20.63,0,,,,Lighthouse Reef 2020
713.5,22.22,0,,,,Lighthouse Reef 2020
716.75,25.23,1,,,,Lighthouse Reef 2020
723,37.05,1,,,,Lighthouse Reef 2020
724.5,26.98,1,,,,Lighthouse Reef 2020
724.75,18.39,0,,,,Lighthouse Reef 2020
730,20.06,0,,,,Lighthouse Reef 2020
731,26.87,1,,,,Lighthouse Reef 2020
736,21.53,0,,,,Lighthouse Reef 2020
737,20.02,0,,,,Lighthouse Reef 2020
738.75,27.79,1,,,,Lighthouse Reef 2020
742.5,27.79,0,,,,Lighthouse Reef 2020
743,43.86,1,,,,Lighthouse Reef 2020
747,32.68,1,,,,Lighthouse Reef 2020
748,21.32,0,,,,Lighthouse Reef 2020
749,31.53,0,,,,Lighthouse Reef 2020
751.25,31.89,0,,,,Lighthouse Reef 2020
755.5,37.58,1,,,,Lighthouse Reef 2020
764.25,37.59,1,,,,Lighthouse Reef 2020
765.75,26.99,1,,,,Lighthouse Reef 2020
767.5,32.42,0,,,,Lighthouse Reef 2020
768.75,68.47,1,,,,Lighthouse Reef 2020
769.75,39.04,0,,,,Lighthouse Reef 2020
770.5,21.18,0,,,,Lighthouse Reef 2020
772,32.46,1,,,,Lighthouse Reef 2020
772.75,31.74,0,,,,Lighthouse Reef 2020
777.75,22.59,0,,,,Lighthouse Reef 2020
782,26.82,1,,,,Lighthouse Reef 2020
784,12.57,0,,,,Lighthouse Reef 2020
785.75,37.55,0,,,,Lighthouse Reef 2020
786.25,86.34,1,,,,Lighthouse Reef 2020
795.75,28.64,1,,,,Lighthouse Reef 2020
799.5,19.24,0,,,,Lighthouse Reef 2020
799.75,18.40,0,,,,Lighthouse Reef 2020
804,19.08,0,,,,Lighthouse Reef 2020
804.5,41.52,1,,,,Lighthouse Reef 2020
805.75,18.34,0,,,,Lighthouse Reef 2020
808,16.34,0,,,,Lighthouse Reef 2020
811.25,159.40,0,,,,Lighthouse Reef 2020
817.25,349.10,1,,,,Lighthouse Reef 2020
818.25,45.82,0,,,,Lighthouse Reef 2020
820.25,21.28,0,,,,Lighthouse Reef 2020
820.75,23.31,0,,,,Lighthouse Reef 2020
822,15.75,0,,,,Lighthouse Reef 2020
823,17.70,0,,,,Lighthouse Reef 2020
824.25,23.40,0,,,,Lighthouse Reef 2020
824.75,26.27,1,,,,Lighthouse Reef 2020
831.25,21.25,0,,,,Lighthouse Reef 2020
832.5,19.82,0,,,,Lighthouse Reef 2020
833.75,21.20,0,,,,Lighthouse Reef 2020
836.5,32.24,1,,,,Lighthouse Reef 2020
838.25,25.28,0,,,,Lighthouse Reef 2020
844.75,37.52,0,,,,Lighthouse Reef 2020
845,49.87,1,,,,Lighthouse Reef 2020
847,29.74,0,,,,Lighthouse Reef 2020
847.25,37.83,1,,,,Lighthouse Reef 2020
851.25,15.89,0,,,,Lighthouse Reef 2020
853.75,15.25,0,,,,Lighthouse Reef 2020